City_ID,City,Country,Date,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Davila,PH,22-05-07 03:25:39,18.4726,120.5763,89.58,89.58,65,82,5.66,broken clouds
230,Namatanai,PG,22-05-07 03:25:40,-3.6667,152.4333,85.42,85.42,69,53,9.8,broken clouds
231,Kodiak,US,22-05-07 03:25:40,57.79,-152.4072,45.91,45.91,71,100,12.66,overcast clouds
232,Puerto Lopez,CO,22-05-07 03:25:41,4.0845,-72.956,72.91,72.91,96,65,0.96,broken clouds
233,Ondjiva,AO,22-05-07 03:25:41,-17.0667,15.7333,57.61,57.61,56,3,4.63,clear sky
234,Dingle,PH,22-05-07 03:25:42,10.9995,122.6711,88.79,88.79,59,16,13.06,few clouds
235,Roald,NO,22-05-07 03:25:42,62.5833,6.1333,43.75,36.12,75,40,13.8,scattered clouds
236,Colac,AU,22-05-07 03:25:43,-38.3333,143.5833,53.17,51.84,86,100,12.93,light rain
237,Dawei,MM,22-05-07 03:25:44,14.0833,98.2,87.51,87.51,62,90,4.03,overcast clouds
238,Vila Franca Do Campo,PT,22-05-07 03:25:44,37.7167,-25.4333,65.19,63.01,93,100,6.87,overcast clouds
239,Koungou,YT,22-05-07 03:25:45,-12.7336,45.2042,80.31,80.31,78,20,12.66,few clouds
240,Harper,LR,22-05-07 03:25:45,4.375,-7.7169,80.15,80.15,87,99,8.41,moderate rain
241,Labuhan,ID,22-05-07 03:25:46,-6.8844,112.2051,85.68,85.68,71,64,4.52,broken clouds
242,San Carlos De Bariloche,AR,22-05-07 03:25:46,-41.1456,-71.3082,47.95,47.95,76,0,10.36,clear sky
243,Qeshm,IR,22-05-07 03:25:47,26.9581,56.2719,80.49,80.47,79,0,10.18,clear sky
244,Saint-Joseph,RE,22-05-07 03:25:48,-21.3667,55.6167,68.38,65.1,80,38,12.26,scattered clouds
245,Okato,NZ,22-05-07 03:25:48,-39.2,173.8833,66.9,61.68,81,52,4.0,broken clouds
246,Abu Dhabi,AE,22-05-07 03:23:32,24.4667,54.3667,87.91,85.96,47,0,17.27,clear sky
247,Comodoro Rivadavia,AR,22-05-07 03:22:48,-45.8667,-67.5,58.86,58.86,51,0,10.36,clear sky
248,Alihe,CN,22-05-07 03:25:49,50.5667,123.7167,57.67,57.67,21,34,14.52,scattered clouds
249,Yulara,AU,22-05-07 03:25:50,-25.2406,130.9889,62.44,62.44,31,0,14.97,clear sky
250,Tazovskiy,RU,22-05-07 03:25:50,67.4667,78.7,14.9,14.9,92,100,16.73,overcast clouds
251,Vikhorevka,RU,22-05-07 03:25:51,56.1201,101.1636,65.79,65.79,31,88,10.51,overcast clouds
252,Stephenville,US,22-05-07 03:22:38,32.2207,-98.2023,76.15,73.81,79,0,6.91,clear sky
253,Khandbari,NP,22-05-07 03:25:51,27.3747,87.2039,76.23,76.23,60,76,2.06,broken clouds
254,Ketchikan,US,22-05-07 03:25:52,55.3422,-131.6461,46.87,46.38,71,40,9.22,scattered clouds
255,Thabazimbi,ZA,22-05-07 03:25:53,-24.5917,27.4116,58.05,58.05,52,0,1.52,clear sky
256,Biltine,TD,22-05-07 03:25:53,14.5333,20.9167,85.77,85.77,12,62,18.95,broken clouds
257,Kibala,TD,22-05-07 03:25:54,9.1104,18.3463,80.55,80.55,78,20,0.0,few clouds
258,Clarksburg,US,22-05-07 03:25:01,39.2807,-80.3445,61.9,57.45,96,100,3.44,overcast clouds
259,Mount Isa,AU,22-05-07 03:25:54,-20.7333,139.5,74.97,74.97,31,0,10.36,clear sky
260,Meridian,US,22-05-07 03:23:43,43.6121,-116.3915,70.65,60.19,23,100,17.27,overcast clouds
261,San Andres,CO,22-05-07 03:25:55,12.5847,-81.7006,82.42,82.42,83,40,5.75,scattered clouds
262,Bontang,ID,22-05-07 03:25:56,0.1333,117.5,84.76,84.76,72,100,1.61,overcast clouds
263,Puerto Ayacucho,VE,22-05-07 03:25:56,5.6639,-67.6236,73.94,73.94,95,99,1.72,overcast clouds
264,San-Pedro,CI,22-05-07 03:25:57,4.7485,-6.6363,79.45,79.45,88,96,5.37,light rain
265,Gornyy,RU,22-05-07 03:25:57,55.1153,83.9059,41.81,41.81,46,52,24.74,broken clouds
266,Gonaives,HT,22-05-07 03:25:58,19.45,-72.6833,78.26,78.26,77,0,0.81,clear sky
267,Shenjiamen,CN,22-05-07 03:25:58,29.9576,122.298,67.87,67.87,85,100,5.28,overcast clouds
268,Esperance,AU,22-05-07 03:25:59,-33.8667,121.9,67.84,67.84,45,0,10.18,clear sky
269,Shiliguri,IN,22-05-07 03:25:59,26.7,88.4333,87.58,87.58,45,12,3.87,few clouds
270,Colares,PT,22-05-07 03:26:00,38.7992,-9.4469,63.59,53.28,59,92,11.99,overcast clouds
271,Haines Junction,CA,22-05-07 03:26:00,60.7522,-137.5108,46.35,46.35,34,100,9.22,overcast clouds
272,Havelock,US,22-05-07 03:26:01,34.8791,-76.9013,76.95,71.94,89,100,11.48,overcast clouds
273,Mount Gambier,AU,22-05-07 03:27:02,-37.8333,140.7667,58.91,58.91,72,100,18.41,overcast clouds
274,Piterka,RU,22-05-07 03:27:02,50.6803,47.4454,42.67,42.67,57,13,10.78,few clouds
275,Elko,US,22-05-07 03:27:03,41.0002,-115.5012,64.63,63.73,31,84,18.01,broken clouds
276,Lima,PE,22-05-07 03:24:53,-12.0432,-77.0282,67.89,61.05,78,75,9.22,broken clouds
277,Kerman,IR,22-05-07 03:27:04,30.2832,57.0788,57.06,57.06,44,1,4.61,dust
278,Krabi,TH,22-05-07 03:27:04,8.0726,98.9105,87.06,82.6,94,20,4.61,few clouds
279,Vozrozhdeniye,RU,22-05-07 03:27:05,44.5503,38.2136,46.47,46.47,79,82,22.79,broken clouds
280,Siocon,PH,22-05-07 03:27:06,7.7061,122.1353,88.36,88.36,66,19,3.24,few clouds
281,Puerto Escondido,MX,22-05-07 03:27:06,15.85,-97.0667,81.43,81.43,74,0,0.0,clear sky
282,Luderitz,NA,22-05-07 03:27:07,-26.6481,15.1594,56.23,56.23,86,0,16.33,clear sky
283,Abbotsford,CA,22-05-07 03:22:17,49.058,-122.2526,50.68,45.68,88,100,5.75,overcast clouds
284,Margate,GB,22-05-07 03:27:08,51.3813,1.3862,55.69,53.69,83,100,1.99,overcast clouds
285,Kavaratti,IN,22-05-07 03:27:09,10.5669,72.642,85.06,85.06,72,92,14.45,overcast clouds
286,Narsaq,GL,22-05-07 03:27:09,60.9167,-46.05,35.82,35.82,96,99,5.17,overcast clouds
287,Farah,AF,22-05-07 03:27:10,32.5,62.5,85.26,85.26,12,40,5.12,scattered clouds
288,Bambous Virieux,MU,22-05-07 03:27:11,-20.3428,57.7575,76.21,75.45,83,40,16.11,scattered clouds
289,Middleton,GB,22-05-07 03:24:55,53.55,-2.2,51.04,47.41,95,50,3.13,scattered clouds
290,Gangapur,IN,22-05-07 03:27:12,26.4833,76.7167,95.49,95.49,20,14,4.99,few clouds
291,Waipawa,NZ,22-05-07 03:27:12,-41.4122,175.5153,65.1,65.1,55,0,4.43,clear sky
292,Humaita,BR,22-05-07 03:27:15,-7.5061,-63.0208,74.28,74.28,94,77,2.28,broken clouds
293,Auckland,NZ,22-05-07 03:22:55,-36.8667,174.7667,69.71,63.75,67,100,8.01,overcast clouds
294,Gawler,AU,22-05-07 03:27:15,-34.6,138.7333,62.11,58.96,69,56,12.01,broken clouds
295,Sambava,MG,22-05-07 03:27:16,-14.2667,50.1667,73.78,73.78,88,20,7.45,light rain
296,Nhamunda,BR,22-05-07 03:27:16,-2.1861,-56.7131,74.16,74.16,98,52,2.53,light rain
297,Gumla,IN,22-05-07 03:27:18,23.05,84.55,89.62,89.62,29,0,0.36,clear sky
298,Hobyo,SO,22-05-07 03:27:19,5.3505,48.5268,81.82,81.82,82,22,14.56,few clouds
299,Uppsala,SE,22-05-07 03:27:20,60.0,17.75,53.04,51.31,82,100,10.36,overcast clouds
300,Maragogi,BR,22-05-07 03:27:20,-9.0122,-35.2225,77.32,77.32,82,19,7.02,few clouds
301,Meulaboh,ID,22-05-07 03:27:21,4.1363,96.1285,79.54,79.54,84,100,4.59,overcast clouds
302,Turhal,TR,22-05-07 03:27:21,40.3875,36.0811,45.77,45.77,92,100,3.74,overcast clouds
303,Grand Gaube,MU,22-05-07 03:27:22,-20.0064,57.6608,76.37,75.6,69,0,4.0,clear sky
304,Lompoc,US,22-05-07 03:23:03,34.6391,-120.4579,62.56,54.93,86,100,31.0,overcast clouds
305,Manthani,IN,22-05-07 03:27:23,18.65,79.6667,92.77,92.77,47,100,10.2,overcast clouds
306,Whitehorse,CA,22-05-07 03:27:24,60.7161,-135.0538,41.81,39.09,59,75,4.61,broken clouds
307,Tautira,PF,22-05-07 03:27:24,-17.7333,-149.15,81.34,81.34,77,33,5.21,light rain
308,Gat,IL,22-05-07 03:27:25,31.61,34.7642,60.4,55.81,73,11,6.55,few clouds
309,Uelzen,DE,22-05-07 03:27:25,52.9667,10.5667,50.38,50.38,85,99,3.0,overcast clouds
310,Plettenberg Bay,ZA,22-05-07 03:27:26,-34.0527,23.3716,60.22,60.22,91,84,13.96,light rain
311,Kahului,US,22-05-07 03:27:26,20.8947,-156.47,78.82,73.98,67,100,18.41,overcast clouds
312,Kosovska Mitrovica,XK,22-05-07 03:27:27,42.8833,20.8667,53.94,53.94,89,94,3.4,overcast clouds
313,Zafarabad,IN,22-05-07 03:27:27,25.7,82.7333,84.22,84.22,35,1,6.22,clear sky
314,Jumla,NP,22-05-07 03:23:34,29.2747,82.1838,61.66,61.66,61,9,4.99,clear sky
315,Peniche,PT,22-05-07 03:28:28,39.3558,-9.3811,55.29,53.11,95,93,4.72,overcast clouds
316,Thinadhoo,MV,22-05-07 03:28:29,0.5333,72.9333,83.64,83.64,77,72,15.05,broken clouds
317,Paidha,UG,22-05-07 03:28:29,2.4167,30.9855,60.94,60.94,87,74,4.79,broken clouds
318,Vardo,NO,22-05-07 03:28:30,70.3705,31.1107,40.57,40.57,93,100,18.54,overcast clouds
319,Ternate,ID,22-05-07 03:28:30,0.8,127.4,84.74,84.74,73,30,5.1,scattered clouds
320,Taraz,KZ,22-05-07 03:25:35,42.9,71.3667,73.81,73.81,49,3,8.95,clear sky
321,Jalu,LY,22-05-07 03:28:31,29.0331,21.5482,72.82,72.82,19,100,16.64,overcast clouds
322,Duncan,US,22-05-07 03:23:53,34.5023,-97.9578,68.05,64.29,73,0,5.75,clear sky
323,Bereda,ES,22-05-07 03:28:32,43.2686,-7.5406,48.42,45.57,98,36,2.64,scattered clouds
324,Ngorongoro,TZ,22-05-07 03:24:41,-3.2397,35.4875,51.66,51.66,97,96,6.06,overcast clouds
325,Kupang,ID,22-05-07 03:28:32,-10.1667,123.5833,86.59,86.59,67,78,13.65,broken clouds
326,Torbay,CA,22-05-07 03:28:33,47.6666,-52.7314,35.28,32.54,91,100,11.5,overcast clouds
327,Albi,FR,22-05-07 03:28:34,43.9298,2.148,54.1,54.1,93,16,1.63,few clouds
328,Westport,US,22-05-07 03:27:30,41.1415,-73.3579,52.3,46.18,95,100,8.05,moderate rain
329,Xining,CN,22-05-07 03:28:35,36.6167,101.7667,67.55,67.55,33,1,3.44,clear sky
330,Yanam,IN,22-05-07 03:28:35,16.7333,82.2167,91.11,91.11,56,83,3.4,broken clouds
331,Bilma,NE,22-05-07 03:28:36,18.6853,12.9164,87.64,87.64,15,100,5.95,overcast clouds
332,Praia Da Vitoria,PT,22-05-07 03:28:25,38.7333,-27.0667,55.76,53.85,100,0,7.18,clear sky
333,Vila,PT,22-05-07 03:28:36,42.0304,-8.1588,49.08,46.71,81,7,4.61,clear sky
334,Illintsi,UA,22-05-07 03:28:37,49.1048,29.2177,44.74,44.74,69,100,7.34,overcast clouds
335,Skjervoy,NO,22-05-07 03:28:37,70.0311,20.9714,44.6,44.6,78,98,4.32,overcast clouds
336,Guarapuava,BR,22-05-07 03:28:38,-25.3953,-51.4581,50.29,50.29,98,2,2.68,clear sky
337,Sisimiut,GL,22-05-07 03:28:39,66.9395,-53.6735,23.97,23.97,62,59,5.32,broken clouds
338,Fuerte Olimpo,PY,22-05-07 03:28:39,-21.0415,-57.8738,62.94,62.94,74,1,3.76,clear sky
339,Los Llanos De Aridane,ES,22-05-07 03:28:40,28.6585,-17.9182,60.55,59.13,53,0,10.36,clear sky
340,Hofn,IS,22-05-07 03:28:40,64.2539,-15.2082,39.4,39.4,50,100,4.94,overcast clouds
341,Shu,KZ,22-05-07 03:28:41,43.5983,73.7614,69.8,69.8,61,4,4.74,clear sky
342,Henties Bay,NA,22-05-07 03:28:41,-22.116,14.2845,58.12,58.12,90,0,9.01,clear sky
343,Mehamn,NO,22-05-07 03:28:42,71.0357,27.8492,39.72,39.72,91,100,9.66,light rain
344,Fort-Shevchenko,KZ,22-05-07 03:28:43,44.5086,50.263,55.69,55.69,76,76,22.7,broken clouds
345,Penzance,GB,22-05-07 03:28:43,50.1186,-5.5371,54.28,54.28,94,16,6.93,few clouds
346,Kampot,KH,22-05-07 03:28:44,10.6167,104.1833,86.05,86.05,70,93,9.44,overcast clouds
347,Roseland,US,22-05-07 03:28:44,38.4221,-122.728,62.91,54.45,80,75,10.36,broken clouds
348,Ostrovnoy,RU,22-05-07 03:28:45,68.0531,39.5131,36.93,36.93,86,79,21.34,broken clouds
349,Muscle Shoals,US,22-05-07 03:28:45,34.7448,-87.6675,63.64,58.87,83,75,13.8,broken clouds
350,Nabire,ID,22-05-07 03:25:07,-3.3667,135.4833,86.18,86.18,70,88,4.23,overcast clouds
351,Hervey Bay,AU,22-05-07 03:28:46,-25.2986,152.8535,77.85,77.85,69,100,5.37,light rain
352,Bonavista,CA,22-05-07 03:28:47,48.6499,-53.1147,32.63,32.63,80,89,17.72,overcast clouds
353,Boguchany,RU,22-05-07 03:28:47,58.3814,97.4531,57.07,57.07,54,100,12.21,overcast clouds
354,Ust-Kuyga,RU,22-05-07 03:28:48,70.0167,135.6,22.24,22.24,88,100,23.73,snow
355,Casian,PH,22-05-07 03:28:48,11.035,119.7136,85.32,85.32,74,19,17.63,few clouds
356,Dunedin,NZ,22-05-07 03:28:49,-45.8742,170.5036,59.81,59.81,77,98,1.99,overcast clouds
357,Shar,KZ,22-05-07 03:28:50,49.5886,81.0453,60.87,60.87,35,0,14.7,clear sky
358,Lac Du Bonnet,CA,22-05-07 03:28:50,50.2536,-96.0612,57.99,57.99,60,79,6.82,broken clouds
359,Grootfontein,NA,22-05-07 03:29:51,-19.5667,18.1167,45.97,45.97,76,0,3.44,clear sky
360,Hasaki,JP,22-05-07 03:29:51,35.7333,140.8333,68.4,68.4,76,49,12.3,scattered clouds
361,Santa Marta,CO,22-05-07 03:29:52,11.2408,-74.199,80.89,80.65,82,40,3.0,scattered clouds
362,Abnub,EG,22-05-07 03:29:53,27.2696,31.1511,62.82,62.82,38,3,5.55,clear sky
363,Sao Francisco,BR,22-05-07 03:29:53,-15.9486,-44.8644,75.83,75.83,65,99,2.98,light rain
364,Marsa Matruh,EG,22-05-07 03:29:55,31.3525,27.2453,61.0,61.0,77,0,4.61,clear sky
365,Hegang,CN,22-05-07 03:29:56,47.4,130.3667,51.87,51.87,23,81,11.52,broken clouds
366,Port Augusta,AU,22-05-07 03:29:56,-32.5,137.7667,61.75,61.75,37,5,4.03,clear sky
367,Viedma,AR,22-05-07 03:29:57,-40.8135,-62.9967,56.93,56.93,54,69,9.93,broken clouds
368,Magadan,RU,22-05-07 03:29:58,59.5667,150.8,33.53,33.53,98,100,19.42,snow
369,Santa Isabel Do Rio Negro,BR,22-05-07 03:29:58,-0.4139,-65.0192,73.4,73.4,100,100,2.55,overcast clouds
370,Sinnamary,GF,22-05-07 03:29:59,5.3833,-52.95,76.87,76.87,91,100,7.14,light rain
371,Alice Springs,AU,22-05-07 03:26:19,-23.7,133.8833,62.15,62.15,34,0,14.97,clear sky
372,Vanimo,PG,22-05-07 03:29:59,-2.6741,141.3028,86.09,86.09,70,62,9.04,broken clouds
373,Sao Jose Da Coroa Grande,BR,22-05-07 03:30:00,-8.8978,-35.1478,77.77,77.77,81,12,7.58,few clouds
374,Lasa,IT,22-05-07 03:30:01,46.6166,10.7002,50.88,45.7,96,100,3.58,overcast clouds
375,Medgyesegyhaza,HU,22-05-07 03:30:01,46.5,21.0333,53.85,51.91,78,100,2.37,overcast clouds
376,Arak,IR,22-05-07 03:30:02,34.0917,49.6892,47.16,47.16,61,100,4.61,dust
377,Megion,RU,22-05-07 03:30:03,61.0296,76.1136,26.62,26.02,86,100,30.6,snow
378,Picton,AU,22-05-07 03:30:04,-34.1833,150.6,63.73,62.42,45,2,9.42,clear sky
379,Leningradskiy,RU,22-05-07 03:30:05,69.3833,178.4167,24.3,24.3,94,100,6.04,light snow
380,Marostica,IT,22-05-07 03:30:05,45.7468,11.6579,57.76,52.95,86,100,2.55,overcast clouds
381,Inuvik,CA,22-05-07 03:30:06,68.3499,-133.7218,32.86,32.76,69,100,2.3,overcast clouds
382,Maridi,SS,22-05-07 03:30:07,4.9158,29.4742,65.86,65.86,99,50,5.79,scattered clouds
383,San Quintin,MX,22-05-07 03:30:07,30.4833,-115.95,59.25,59.25,89,0,8.41,clear sky
384,Tandalti,SD,22-05-07 03:30:08,13.0167,31.8667,80.49,80.49,11,88,9.78,overcast clouds
385,Kisangani,CD,22-05-07 03:30:09,0.5167,25.2,67.78,67.78,99,75,0.87,broken clouds
386,Bolivar,US,22-05-07 03:30:09,37.6145,-93.4105,57.99,52.75,88,98,5.23,overcast clouds
387,Bathsheba,BB,22-05-07 03:30:10,13.2167,-59.5167,81.21,81.21,78,40,14.97,scattered clouds
388,Srednekolymsk,RU,22-05-07 03:30:10,67.45,153.6833,30.36,30.36,86,100,5.39,overcast clouds
389,Masuda,JP,22-05-07 03:30:11,34.6667,131.85,79.07,79.07,50,75,14.97,broken clouds
390,Qasigiannguit,GL,22-05-07 03:30:12,68.8193,-51.1922,23.25,23.25,86,12,6.6,few clouds
391,Tashara,RU,22-05-07 03:30:12,55.5195,83.5094,44.65,44.65,40,8,21.39,clear sky
392,Alyangula,AU,22-05-07 03:30:13,-13.8483,136.4192,82.27,82.27,61,75,10.36,broken clouds
393,Ikalamavony,MG,22-05-07 03:30:13,-21.15,46.5833,64.89,64.89,87,42,4.12,scattered clouds
394,Luba,GQ,22-05-07 03:30:14,3.4568,8.5547,75.09,75.09,81,98,2.44,overcast clouds
395,Aksu,CN,22-05-07 03:30:15,41.1231,80.2644,79.66,79.66,25,60,2.62,broken clouds
396,Korla,CN,22-05-07 03:30:15,41.7597,86.1469,78.93,78.93,27,2,2.8,clear sky
397,El Copey,CO,22-05-07 03:30:16,10.1503,-73.9614,75.94,75.94,86,100,1.99,overcast clouds
398,Andros Town,BS,22-05-07 03:30:17,24.7,-77.7667,78.76,78.76,75,8,10.11,clear sky
399,Rosa Zarate,EC,22-05-07 03:30:18,0.3333,-79.4667,73.06,73.06,93,61,2.89,broken clouds
400,Bucerias,MX,22-05-07 03:28:34,20.75,-105.3333,76.98,75.18,83,20,5.75,few clouds
401,Tsaratanana,MG,22-05-07 03:30:19,-16.7833,47.65,72.75,72.75,78,1,7.63,clear sky
402,Esmeraldas,BR,22-05-07 03:30:19,-19.7625,-44.3139,68.31,67.06,88,15,3.76,few clouds
403,Tahta,EG,22-05-07 03:30:20,26.7693,31.5021,65.62,65.62,33,0,6.22,clear sky
404,Pala,TD,22-05-07 03:30:21,9.3642,14.9046,81.75,81.75,56,77,7.58,broken clouds
405,Cayenne,GF,22-05-07 03:30:06,4.9333,-52.3333,77.09,75.24,1,75,0.0,broken clouds
406,Florianopolis,BR,22-05-07 03:30:21,-27.6146,-48.5012,63.63,60.69,72,75,5.75,broken clouds
407,Presidente Prudente,BR,22-05-07 03:31:22,-22.1256,-51.3889,63.95,63.95,82,0,8.05,clear sky
408,Slave Lake,CA,22-05-07 03:31:23,55.2834,-114.769,42.78,42.78,81,100,14.97,overcast clouds
409,Port Shepstone,ZA,22-05-07 03:31:23,-30.7414,30.455,66.54,66.54,82,16,10.74,few clouds
410,Machacamarca,BO,22-05-07 03:31:24,-18.1667,-67.0333,46.67,46.67,53,0,5.21,clear sky
411,Petropavlovsk-Kamchatskiy,RU,22-05-07 03:27:02,53.0452,158.6483,57.79,57.78,38,0,13.42,clear sky
412,Fochville,ZA,22-05-07 03:31:24,-26.4886,27.4939,51.48,51.48,43,0,2.13,clear sky
413,Kaeo,NZ,22-05-07 03:31:25,-35.1,173.7833,68.32,68.32,74,57,7.16,broken clouds
414,Sibolga,ID,22-05-07 03:31:26,1.7427,98.7792,76.64,76.64,95,100,1.86,overcast clouds
415,Okhotsk,RU,22-05-07 03:31:26,59.3833,143.3,37.11,37.11,77,100,8.68,overcast clouds
416,Nova Vodolaha,UA,22-05-07 03:31:27,49.7185,35.8708,45.9,45.9,63,1,6.53,clear sky
417,Ambulu,ID,22-05-07 03:31:28,-8.345,113.6058,86.41,86.41,71,82,4.85,broken clouds
418,Katsuura,JP,22-05-07 03:31:28,35.1333,140.3,65.53,65.53,88,80,13.11,broken clouds
419,Atar,MR,22-05-07 03:31:29,20.5169,-13.0499,80.6,80.6,14,0,8.48,clear sky
420,Radhanpur,IN,22-05-07 03:31:30,23.8333,71.6,92.16,92.16,39,0,12.26,clear sky
421,Arkhipo-Osipovka,RU,22-05-07 03:31:30,44.37,38.52,47.93,47.93,78,99,24.49,overcast clouds
422,Fomboni,KM,22-05-07 03:31:31,-12.28,43.7425,81.66,81.66,71,11,14.23,few clouds
423,Tommot,RU,22-05-07 03:31:31,58.9564,126.2925,40.37,40.37,84,52,8.05,broken clouds
424,Fuyu,CN,22-05-07 03:31:32,45.1833,124.8167,61.02,61.02,14,0,15.99,clear sky
425,Clonakilty,IE,22-05-07 03:31:32,51.6231,-8.8706,49.21,44.1,87,82,2.28,broken clouds
426,Troitsko-Pechorsk,RU,22-05-07 03:31:33,62.7084,56.1964,34.43,34.43,98,100,6.29,light snow
427,Buchanan,LR,22-05-07 03:31:34,5.8808,-10.0467,77.0,77.0,91,88,10.38,light rain
428,Kayes,ML,22-05-07 03:31:34,14.0,-11.0,97.03,97.03,15,100,4.03,overcast clouds
429,Sri Aman,MY,22-05-07 03:31:35,1.2376,111.4621,86.09,86.05,79,40,2.3,scattered clouds
430,Nesbyen,NO,22-05-07 03:31:35,60.5681,9.1027,44.01,42.37,67,99,3.0,overcast clouds
431,Aripuana,BR,22-05-07 03:31:36,-9.1667,-60.6333,72.07,72.07,98,31,1.7,scattered clouds
432,Brightwater,NZ,22-05-07 03:31:36,-41.3833,173.1167,66.69,65.1,77,44,2.82,scattered clouds
433,Manali,IN,22-05-07 03:31:37,13.1667,80.2667,87.89,85.06,75,39,6.78,scattered clouds
434,Contai,IN,22-05-07 03:31:38,21.7786,87.7536,88.61,88.61,60,1,8.16,clear sky
435,Vao,NC,22-05-07 03:31:38,-22.6667,167.4833,75.36,75.36,70,41,21.54,scattered clouds
436,Pisco,PE,22-05-07 03:30:43,-13.7,-76.2167,63.01,62.65,94,0,4.61,clear sky
437,Nyuksenitsa,RU,22-05-07 03:31:39,60.4128,44.2397,46.87,46.87,64,30,8.25,scattered clouds
438,Quatre Cocos,MU,22-05-07 03:31:39,-20.2078,57.7625,76.08,75.31,67,3,15.37,clear sky
439,Constitucion,CL,22-05-07 03:31:40,-35.3333,-72.4167,54.05,54.05,82,8,8.01,clear sky
440,Dutse,NG,22-05-07 03:31:40,11.7594,9.3392,83.16,83.16,52,100,9.42,overcast clouds
441,Nador,MA,22-05-07 03:31:41,35.174,-2.9287,59.25,51.87,88,0,3.44,clear sky
442,Port Moresby,PG,22-05-07 03:31:41,-9.4431,147.1797,89.02,89.02,70,40,11.5,smoke
443,Pillaro,EC,22-05-07 03:31:42,-1.1667,-78.5333,51.15,49.06,69,92,3.04,overcast clouds
444,Abha,SA,22-05-07 03:30:31,18.2164,42.5053,60.62,57.45,63,0,0.0,clear sky
445,Mangai,CD,22-05-07 03:31:43,-4.05,19.5333,70.61,70.61,84,100,1.99,overcast clouds
446,Ambilobe,MG,22-05-07 03:31:43,-13.2,49.05,73.02,73.02,83,1,2.53,clear sky
447,Kargil,IN,22-05-07 03:31:44,34.5667,76.1,47.44,47.44,44,44,1.21,scattered clouds
448,Canutama,BR,22-05-07 03:31:44,-6.5339,-64.3831,72.75,72.75,98,99,2.28,overcast clouds
449,Banda Aceh,ID,22-05-07 03:31:45,5.5577,95.3222,83.91,83.91,71,100,12.15,overcast clouds
450,Salalah,OM,22-05-07 03:31:45,17.0151,54.0924,82.49,82.49,83,40,3.44,scattered clouds
451,Kalmunai,LK,22-05-07 03:31:46,7.4167,81.8167,86.9,86.9,68,75,5.79,broken clouds
452,Geraldton,AU,22-05-07 03:31:47,-28.7667,114.6,77.41,77.41,29,0,12.66,clear sky
453,Boissevain,CA,22-05-07 03:31:47,49.2306,-100.0559,58.64,55.9,86,68,16.04,broken clouds
454,Charleston,US,22-05-07 03:29:56,32.7766,-79.9309,77.18,73.56,74,20,17.27,few clouds
455,Quang Ngai,VN,22-05-07 03:32:48,15.1167,108.8,85.93,85.93,66,100,4.29,overcast clouds
456,Alanya,TR,22-05-07 03:32:48,36.5438,31.9998,66.33,66.33,49,27,7.63,scattered clouds
457,Kapuskasing,CA,22-05-07 03:32:49,49.4169,-82.4331,41.09,41.0,38,0,6.91,clear sky
458,Pokhara,NP,22-05-07 03:32:49,28.2333,83.9833,76.1,76.1,63,78,3.51,broken clouds
459,Ust-Omchug,RU,22-05-07 03:32:50,61.15,149.6333,30.56,30.56,96,100,6.13,snow
